run,prompt_file,prompt_id,dataset,judge_model,language,dimension,protocol,protocol_name,system_chars,user_chars,messages
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_012253_t5_base__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,841,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_005772_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,618,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_005772_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,415,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_005772_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,770,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_016964_1shot__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,1064,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_016964_1shot__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,861,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_016964_1shot__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,1216,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_005944_reference__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,901,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_005944_reference__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,698,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_005944_reference__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,1053,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_018197_finetuned__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,625,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_018197_finetuned__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,422,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_018197_finetuned__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,777,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_009978_mt5_small__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,628,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_009978_mt5_small__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,425,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_009978_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,780,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_000755_t5_base_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,639,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_000755_t5_base_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,436,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_000755_t5_base_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,791,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_013553_t5_base__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,619,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_013553_t5_base__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,416,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_013553_t5_base__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,771,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_001235_mt5_small__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,623,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_001235_mt5_small__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,420,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_001235_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,775,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_001383_mt5_small__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,564,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_001383_mt5_small__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,361,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_001383_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,716,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_007268_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,597,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_007268_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,394,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_007268_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,749,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_007533_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,644,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_007533_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,441,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_007533_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,796,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_000807_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,570,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_000807_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,367,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_000807_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,722,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_001204_mt5_small__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,634,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_001204_mt5_small__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,431,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_001204_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,786,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_009890_t5_base__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,52,655,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_009890_t5_base__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,52,452,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_comprehensibility_009890_t5_base__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,62,807,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_013457_reference__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P0_direct_english,Direct English rubric,52,695,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_013457_reference__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,52,487,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_013457_reference__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,62,851,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_005854_mt5_xxl__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P0_direct_english,Direct English rubric,52,621,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_005854_mt5_xxl__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,52,413,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_005854_mt5_xxl__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,62,777,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_012066_reference__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P0_direct_english,Direct English rubric,52,704,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_012066_reference__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,52,496,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_012066_reference__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,62,860,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_015679_1shot__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P0_direct_english,Direct English rubric,52,609,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_015679_1shot__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,52,401,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_015679_1shot__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,62,765,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_007418_t5_xxl__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P0_direct_english,Direct English rubric,52,625,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_007418_t5_xxl__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,52,417,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_007418_t5_xxl__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,62,781,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_000754_t5_base__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P0_direct_english,Direct English rubric,52,761,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_000754_t5_base__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,52,553,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_000754_t5_base__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,62,917,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_005674_t5_base_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P0_direct_english,Direct English rubric,52,645,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_005674_t5_base_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,52,437,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_005674_t5_base_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,62,801,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_013687_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P0_direct_english,Direct English rubric,52,818,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_013687_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,52,610,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_013687_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,62,974,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_001099_mt5_small__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P0_direct_english,Direct English rubric,52,589,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_001099_mt5_small__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,52,381,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_001099_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,62,745,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_007125_mt5_xxl__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P0_direct_english,Direct English rubric,52,645,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_007125_mt5_xxl__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,52,437,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_007125_mt5_xxl__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,62,801,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_001087_mt5_xxl__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P0_direct_english,Direct English rubric,52,648,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_001087_mt5_xxl__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,52,440,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_en-US_grammar_001087_mt5_xxl__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,62,804,2
